name,type,country
Charlcot,Hamlet,England
Charlcotte,"Other Settlement",England
Charlcutt,Hamlet,England
Charlecote,Village,England
Charlemont,"Suburban Area",England
Charles,Hamlet,England
"Charles Tye",Hamlet,England
Charlesfield,"Other Settlement",Scotland
Charleshill,Hamlet,England
Charleston,"Suburban Area",Scotland
Charleston,"Suburban Area",Scotland
Charleston,Village,Scotland
Charleston,"Suburban Area",Scotland
Charlestown,"Suburban Area",England
Charlestown,"Suburban Area",England
Charlestown,"Suburban Area",England
Charlestown,"Suburban Area",England
Charlestown,"Suburban Area",England
Charlestown,Village,England
Charlestown,"Suburban Area",England
Charlestown,"Suburban Area",Scotland
Charlestown,Hamlet,Scotland
Charlestown,Hamlet,Scotland
Charlestown,"Suburban Area",Scotland
Charlestown,Village,Scotland
"Charlestown Estate","Suburban Area",England
"Charlestown of Aberlour",Town,Scotland
Charlesville,"Suburban Area",Wales
Charlesworth,Village,England
Charlottetown,Hamlet,Scotland
Charlton,Hamlet,England
Charlton,Hamlet,England
Charlton,Hamlet,England
Charlton,Village,England
Charlton,Village,England
Charlton,Hamlet,England
Charlton,"Suburban Area",England
Charlton,Hamlet,England
Charlton,Village,England
Charlton,Village,England
Charlton,Village,England
Charlton,"Suburban Area",England
Charlton,Village,England
Charlton,Hamlet,England
Charlton,Village,England
Charlton,"Suburban Area",England
"Charlton Abbots",Hamlet,England
"Charlton Adam",Village,England
"Charlton All Saints",Village,England
"Charlton Down",Village,England
"Charlton Heath",Hamlet,England
"Charlton Hill",Hamlet,England
"Charlton Horethorne",Village,England
"Charlton Kings","Suburban Area",England
"Charlton Mackrell",Village,England
"Charlton Marshall",Village,England
"Charlton Musgrove",Village,England
"Charlton Park","Suburban Area",England
"Charlton St Peter",Village,England
"Charlton on the Hill","Suburban Area",England
Charlton-on-Otmoor,Village,England
Charltonbrook,"Suburban Area",England
Charltons,Village,England
Charlwood,Hamlet,England
Charlwood,Village,England
Charlynch,Hamlet,England
Charminster,Village,England
Charminster,"Suburban Area",England
Charmouth,Village,England
Charnage,"Other Settlement",England
Charndon,Village,England
Charnes,Hamlet,England
"Charney Bassett",Village,England
"Charnock Green",Hamlet,England
"Charnock Hall","Suburban Area",England
"Charnock Richard",Village,England
Charsfield,Village,England
"Chart Hill",Hamlet,England
"Chart Sutton",Village,England
"Charter Alley",Village,England
Chartershall,Hamlet,Scotland
Chartham,Village,England
"Chartham Hatch",Village,England
Chartridge,Village,England
"Chartway Street",Village,England
Charvil,Village,England
Charwelton,Village,England
"Chase Cross","Suburban Area",England
"Chase End Street",Hamlet,England
"Chase Terrace","Suburban Area",England
"Chase Village","Other Settlement",England
Chasetown,"Suburban Area",England
Chastleton,Hamlet,England
Chasty,Hamlet,England
Chatburn,Village,England
Chatcull,"Other Settlement",England
Chatford,Hamlet,England
Chatham,Town,England
"Chatham Green",Village,England
Chathill,Hamlet,England
Chatley,Hamlet,England
Chattenden,Village,England
"Chatter Alley",Hamlet,England
"Chatter End",Hamlet,England
Chatteris,Town,England
Chatterley,"Other Settlement",England
"Chattern Hill","Suburban Area",England
Chatterton,Village,England
Chattisham,Village,England
Chatton,Village,England
"Chaul End",Hamlet,England
Chaulden,"Suburban Area",England
Chavel,Hamlet,England
"Chavey Down",Village,England
Chawleigh,Village,England
Chawley,Village,England
Chawson,"Suburban Area",England
"Chawson Valley","Suburban Area",England
Chawston,Village,England
Chawton,Village,England
Chaxhill,Hamlet,England
"Chazey Heath",Village,England
Cheadle,Town,England
Cheadle,Town,England
"Cheadle Common",Hamlet,England
"Cheadle Heath","Suburban Area",England
"Cheadle Hulme",Town,England
Cheam,"Suburban Area",England
Cheapside,Village,England
Cheapside,Hamlet,England
Cheapsides,"Suburban Area",England
Chearsley,Village,England
Chebsey,Village,England
Checkendon,Village,England
Checkley,Hamlet,England
Checkley,Village,England
Checkley,"Other Settlement",England
"Checkley Green",Hamlet,England
Chedburgh,Village,England
Cheddar,Village,England
Cheddington,Village,England
Cheddleton,Village,England
"Cheddleton Heath",Village,England
"Cheddon Fitzpaine",Village,England
Chedglow,Hamlet,England
Chedgrave,Village,England
Chedington,Village,England
Chediston,Village,England
Chedworth,Village,England
"Chedworth Laines",Hamlet,England
Chedzoy,Village,England
Cheeklaw,"Suburban Area",Scotland
Cheesden,"Other Settlement",England
"Cheeseman's Green",Hamlet,England
"Cheetham Hill","Suburban Area",England
Cheglinch,Hamlet,England
Chegworth,Hamlet,England
Chelfham,Hamlet,England
Chelford,Village,England
"Chell Heath","Suburban Area",England
Chellaston,"Suburban Area",England
Chellington,Village,England
"Chellow Heights","Suburban Area",England
Chells,"Suburban Area",England
"Chells Manor","Suburban Area",England
Chelmarsh,Village,England
"Chelmer Village","Suburban Area",England
Chelmick,Hamlet,England
Chelmondiston,Village,England
Chelmorton,Village,England
Chelmsford,City,England
"Chelmsley Wood","Suburban Area",England
Chelsea,"Other Settlement",England
Chelsfield,"Suburban Area",England
Chelsfield,Village,England
Chelsham,Village,England
Chelston,Village,England
Chelston,"Suburban Area",England
Chelsworth,Village,England
Cheltenham,Town,England
Chelveston,Village,England
Chelvey,Hamlet,England
"Chelvey Batch",Hamlet,England
Chelwood,Village,England
"Chelwood Common",Village,England
"Chelwood Gate",Village,England
Chelworth,Village,England
"Chelworth Lower Green",Hamlet,England
"Chelworth Upper Green",Hamlet,England
Chelynch,Hamlet,England
Chemistry,"Suburban Area",England
"Cheney Longville",Hamlet,England
Chenies,Village,England
Chenson,Hamlet,England
Chequerbent,Village,England
Chequerfield,"Suburban Area",England
Chequertree,Hamlet,England
Cherhill,Village,England
Cherington,Village,England
Cherington,Village,England
Cheriton,Hamlet,England
Cheriton,Village,England
Cheriton,"Suburban Area",England
Cheriton,Hamlet,Wales
"Cheriton Bishop",Village,England
"Cheriton Fitzpaine",Village,England
Cherrington,Village,England
"Cherry Burton",Village,England
"Cherry Green",Hamlet,England
"Cherry Green",Hamlet,England
"Cherry Hinton","Suburban Area",England
"Cherry Orchard","Suburban Area",England
"Cherry Orchard","Suburban Area",England
"Cherry Orchard","Suburban Area",England
"Cherry Orchard","Suburban Area",England
"Cherry Tree","Suburban Area",England
"Cherry Tree","Suburban Area",England
"Cherry Willingham",Village,England
Cherrybank,"Suburban Area",Scotland
"Cherrytree Green","Suburban Area",England
Chertsey,Town,England
"Chertsey Meads",Hamlet,England
Cheselbourne,Village,England
Chesham,"Suburban Area",England
Chesham,Town,England
"Chesham Bois","Suburban Area",England
Cheshunt,Town,England
"Cheslyn Hay",Village,England
"Chessetts Wood",Village,England
Chessington,"Suburban Area",England
Chessmount,"Suburban Area",England
Chestall,Hamlet,England
Chester,City,England
"Chester Moor",Village,England
"Chester Park",Village,England
"Chester Road","Suburban Area",England
Chester-le-Street,Town,England
Chesterblade,Hamlet,England
Chesterfield,Hamlet,England
Chesterfield,Town,England
Chesters,Village,Scotland
Chesterton,"Suburban Area",England
Chesterton,Hamlet,England
Chesterton,"Suburban Area",England
Chesterton,Hamlet,England
Chesterton,Village,England
Chesterton,Village,England
Chesterton,"Suburban Area",England
"Chesterton Green",Hamlet,England
Chestfield,"Suburban Area",England
"Chestnut Street",Village,England
Cheston,Hamlet,England
Chestwood,"Suburban Area",England
Cheswardine,Village,England
Cheswell,Hamlet,England
Cheswick,Hamlet,England
"Cheswick Green",Village,England
Chetnole,Village,England
Chettiscombe,Hamlet,England
Chettisham,Village,England
Chettle,Village,England
Chetton,Village,England
Chetwode,"Other Settlement",England
Chetwynd,Village,England
"Chetwynd Aston",Village,England
Cheveley,Village,England
Chevening,Hamlet,England
Chevington,Village,England
Chevinside,Village,England
Chevithorne,Hamlet,England
"Chew Magna",Village,England
"Chew Moor",Village,England
"Chew Stoke",Village,England
"Chewton Keynsham",Hamlet,England
"Chewton Mendip",Village,England
Cheylesmore,"Suburban Area",England
Chicheley,Village,England
Chichester,City,England
Chickenley,"Suburban Area",England
Chickerell,Town,England
Chickering,Hamlet,England
Chicklade,"Other Settlement",England
Chickney,Hamlet,England
Chicksands,Village,England
Chicksgrove,Hamlet,England
Chickward,Hamlet,England
Chidden,Hamlet,England
Chiddingfold,Village,England
Chiddingly,Village,England
Chiddingstone,Hamlet,England
"Chiddingstone Causeway",Village,England
"Chiddingstone Hoath",Hamlet,England
Chideock,Village,England
Chidgley,"Other Settlement",England
Chidham,Village,England
Chidswell,"Suburban Area",England
Chieveley,Village,England
"Chignall Smealy",Hamlet,England
"Chignall St James",Village,England
Chigwell,Town,England
"Chigwell Row",Village,England
Chilbolton,Village,England
"Chilbolton Down",Hamlet,England
Chilbridge,"Other Settlement",England
Chilcomb,Hamlet,England
Chilcombe,Hamlet,England
Chilcompton,Village,England
Chilcote,Village,England
"Child Okeford",Village,England
"Child's Ercall",Village,England
"Childer Thornton",Village,England
Childerditch,Hamlet,England
Childerley,Hamlet,England
"Childerley Gate",Village,England
Childrey,Village,England
"Childs Hill","Suburban Area",England
Childswickham,Village,England
Childwall,"Suburban Area",England
"Childwick Green",Hamlet,England
Chilfrome,Hamlet,England
Chilgrove,Village,England
Chilham,Village,England
Chillaton,Village,England
Chillenden,Village,England
Chillerton,Village,England
Chillesford,Village,England
"Chilley Green","Other Settlement",England
Chillingham,Hamlet,England
Chillington,Hamlet,England
Chillington,Village,England
Chilmark,Village,England
"Chilmington Green","Suburban Area",England
Chilson,Hamlet,England
Chilson,Hamlet,England
Chilsworthy,Village,England
Chilsworthy,Village,England
"Chiltern Green",Hamlet,England
"Chilthorne Domer",Village,England
Chiltington,Hamlet,England
Chilton,Village,England
Chilton,Village,England
Chilton,Village,England
Chilton,"Other Settlement",England
Chilton,"Suburban Area",England
"Chilton Candover",Hamlet,England
"Chilton Cantelo",Hamlet,England
"Chilton Foliat",Village,England
"Chilton Green",Hamlet,England
"Chilton Lane","Suburban Area",England
"Chilton Moor",Village,England
"Chilton Polden",Village,England
"Chilton Street",Hamlet,England
"Chilton Trinity",Village,England
"Chilvers Coton","Suburban Area",England
Chilwell,"Suburban Area",England
Chilworth,Village,England
Chilworth,Village,England
"Chilworth Old Village",Village,England
Chimney,Hamlet,England
"Chimney Street",Hamlet,England
Chimswell,"Suburban Area",England
Chineham,"Suburban Area",England
Chingford,"Other Settlement",England
"Chingford Green","Suburban Area",England
"Chingford Hatch","Suburban Area",England
Chinley,Village,England
Chinnor,Village,England
Chipley,Hamlet,England
Chipnall,Village,England
Chippenham,Town,England
Chippenham,Village,England
Chippenham,"Suburban Area",Wales
Chipperfield,Village,England
Chipping,Village,England
Chipping,Village,England
"Chipping Barnet","Suburban Area",England
"Chipping Campden",Town,England
"Chipping Hill","Suburban Area",England
"Chipping Norton",Town,England
"Chipping Ongar",Town,England
"Chipping Sodbury",Town,England
"Chipping Warden",Village,England
Chipshop,Hamlet,England
Chipstable,Hamlet,England
Chipstead,Village,England
Chipstead,"Suburban Area",England
Chirbury,Village,England
"Chirk Bank",Village,England
"Chirk Green","Suburban Area",Wales
Chirnside,Village,Scotland
Chirnsidebridge,Hamlet,Scotland
Chirton,Village,England
"Chisbridge Cross",Hamlet,England
Chisbury,Hamlet,England
Chiselborough,Village,England
Chiseldon,Village,England
Chiselhampton,Hamlet,England
Chiserley,"Suburban Area",England
Chislehurst,"Other Settlement",England
"Chislehurst West","Suburban Area",England
Chislet,Hamlet,England
"Chislet Forstal","Other Settlement",England
Chiswell,"Suburban Area",England
"Chiswell Green",Village,England
Chiswick,"Other Settlement",England
Chisworth,Village,England
Chithurst,Hamlet,England
Chittering,Hamlet,England
Chitterley,Hamlet,England
Chitterne,Village,England
Chittlehamholt,Village,England
Chittlehampton,Village,England
Chittoe,Hamlet,England
"Chittoe Heath",Hamlet,England
Chitty,Hamlet,England
Chivelstone,Hamlet,England
Chivenor,Village,England
Chivery,Hamlet,England
Chobham,Village,England
Cholderton,Village,England
Cholesbury,Village,England
Chollerford,Village,England
Chollerton,Hamlet,England
Cholmondeston,Hamlet,England
Cholsey,Village,England
Cholwell,Hamlet,England
"Chop Gate",Hamlet,England
Choppington,Village,England
Chopwell,Village,England
Chorley,Town,England
Chorley,Hamlet,England
Chorley,Village,England
"Chorley Moor","Suburban Area",England
Chorleywood,Town,England
"Chorleywood Bottom","Suburban Area",England
"Chorleywood West","Suburban Area",England
Chorlton,Village,England
"Chorlton Lane",Hamlet,England
Chorlton-cum-hardy,"Suburban Area",England
Choulton,"Other Settlement",England
Chowdene,"Suburban Area",England
Chowley,Hamlet,England
Chrishall,Village,England
"Christ Church","Suburban Area",England
Christchurch,"Suburban Area",England
Christchurch,Town,England
Christchurch,Village,England
Christchurch,"Suburban Area",Wales
"Christian Fields","Suburban Area",England
"Christian Malford",Village,England
Christleton,Village,England
"Christmas Common",Hamlet,England
Christon,Hamlet,England
"Christon Bank",Village,England
Christow,Village,England
Chryston,Village,Scotland
"Chuck Hatch",Hamlet,England
Chudleigh,Town,England
"Chudleigh Knighton",Village,England
Chulmleigh,Village,England
Chunal,Hamlet,England
Church,Town,England
"Church Aston","Suburban Area",England
"Church Brampton",Village,England
"Church Brough","Suburban Area",England
"Church Broughton",Village,England
"Church Charwelton","Other Settlement",England
"Church Common","Suburban Area",England
"Church Cove","Suburban Area",England
"Church Crookham","Suburban Area",England
"Church Eaton",Village,England
"Church Eaton Green",Hamlet,England
"Church End",Village,England
"Church End","Suburban Area",England
"Church End","Suburban Area",England
"Church End","Suburban Area",England
"Church End","Suburban Area",England
"Church End","Suburban Area",England
"Church End","Suburban Area",England
"Church End","Suburban Area",England
"Church End","Suburban Area",England
"Church End","Suburban Area",England
"Church End","Suburban Area",England
"Church End","Suburban Area",England
"Church End","Suburban Area",England
"Church End","Suburban Area",England
"Church End","Suburban Area",England
"Church End","Suburban Area",England
"Church End","Suburban Area",England
"Church End",Village,England
"Church End","Suburban Area",England
"Church End","Other Settlement",England
"Church End","Suburban Area",England
"Church End","Suburban Area",England
"Church End","Suburban Area",England
"Church End","Suburban Area",England
"Church End","Suburban Area",England
"Church End",Village,England
"Church End","Suburban Area",England
"Church End","Suburban Area",England
"Church End",Hamlet,England
"Church End",Village,England
"Church End",Village,England
"Church End","Suburban Area",England
"Church End",Hamlet,England
"Church End","Suburban Area",England
"Church End","Suburban Area",England
"Church End","Suburban Area",England
"Church Enstone","Suburban Area",England
"Church Fenton",Village,England
"Church Field","Suburban Area",England
"Church Field","Suburban Area",England
"Church Field","Suburban Area",England
"Church Fields","Suburban Area",England
"Church Garforth","Suburban Area",England
"Church Green","Suburban Area",England
"Church Green",Hamlet,England
"Church Gresley","Suburban Area",England
"Church Hanborough",Village,England
"Church Hill","Suburban Area",England
"Church Hill","Suburban Area",England
"Church Hill",Hamlet,England
"Church Hill","Suburban Area",England
"Church Hill","Suburban Area",England
"Church Hougham",Hamlet,England
"Church Houses","Other Settlement",England
"Church Kelloe","Suburban Area",England
"Church Knowle",Village,England
"Church Lake","Suburban Area",Wales
"Church Lammas","Suburban Area",England
"Church Langley","Suburban Area",England
"Church Langton",Village,England
"Church Lawford",Village,England
"Church Leigh",Village,England
"Church Lench",Village,England
"Church Mayfield","Suburban Area",England
"Church Minshull",Village,England
"Church Norton",Hamlet,England
"Church Preen","Other Settlement",England
"Church Pulverbatch",Hamlet,England
"Church Row",Village,England
"Church Side","Suburban Area",England
"Church Stowe",Village,England
"Church Street",Hamlet,England
"Church Street","Suburban Area",England
"Church Stretton",Town,England
"Church Town","Suburban Area",England
"Church Town","Suburban Area",England
"Church Town","Suburban Area",England
"Church Town","Suburban Area",England
"Church Town","Suburban Area",England
"Church Town","Suburban Area",England
"Church Town",Village,England
"Church Village",Village,Wales
"Church Warsop",Village,England
"Church Westcote",Village,England
"Church Whitfield",Hamlet,England
"Church Wilne","Other Settlement",England
